u,v,weight
A1BG,AGL,0.3900093734264374
A1BG,COL4A3BP,0.4640158414840698
A1BG,COX6B1,0.6824759244918823
A1BG,CPTP,0.3508169054985046
A1BG,CUTA,0.6842535138130188
A1BG,DFFA,0.3446656465530395
A1BG,DOC2A,0.2498235553503036
A1BG,FBXO2,0.4497713446617126
A1BG,FNIP1,0.4421749114990234
A1BG,KDELR1,0.7108729481697083
A1BG,LRRC8B,0.2977689504623413
A1BG,MBOAT7,0.5370609760284424
A1BG,NDUFA3,0.692791223526001
A1BG,NEK11,0.3678293228149414
A1BG,ORAI2,0.3683385252952575
A1BG,OST4,0.7211877107620239
A1BG,PIAS4,0.4119419455528259
A1BG,RABAC1,0.7381125688552856
A1BG,RPL28,0.6913917660713196
A1BG,RPS21,0.6930986642837524
A1BG,RPS5,0.6901516318321228
A1BG,SEMA3E,0.3590299785137176
A1BG,SPAG1,0.3869482278823852
A1BG,SPINT2,0.6990427374839783
A1BG,TSPYL4,0.2879630327224731
A1BG,ZNF268,0.2789152264595032
A1BG,ZNF627,0.3170390129089355
A2M,AKR1C3,0.4905933439731598
A2M,ARHGAP31,0.4432466626167297
A2M,CAV1,0.7377346158027649
A2M,CAV2,0.6264668703079224
A2M,CCDC50,0.3725265860557556
A2M,CD34,0.6648349761962891
A2M,CD93,0.790640652179718
A2M,CDC42EP3,0.6441575884819031
A2M,CLEC14A,0.750084638595581
A2M,CLIC4,0.5485326647758484
A2M,CMIP,0.3448918759822845
A2M,CSGALNACT1,0.4069559276103973
A2M,DPYSL2,0.4522283673286438
A2M,DUSP6,0.4484696984291076
A2M,ELMO1,0.4110325276851654
A2M,EPAS1,0.7106882929801941
A2M,FES,0.3475892245769501
A2M,FILIP1L,0.5246328115463257
A2M,FNIP2,0.3531441390514374
A2M,GABARAPL1,0.3214752376079559
A2M,GIMAP4,0.548961877822876
A2M,GLS,0.415968507528305
A2M,GNG11,0.7705147862434387
A2M,HHEX,0.3201529085636139
A2M,HLA-E,0.6358649730682373
A2M,HSD17B11,0.3893972635269165
A2M,ICAM2,0.7280606031417847
A2M,IL33,0.7148874402046204
A2M,KCTD12,0.7093206644058228
A2M,KLF2,0.493293434381485
A2M,LIMS2,0.6563344597816467
A2M,LMCD1,0.5322113037109375
A2M,MEF2C,0.4762953221797943
A2M,MET,0.6009430289268494
A2M,MYO10,0.4322060048580169
A2M,NOD1,0.2912205159664154
A2M,NOTCH1,0.3836936056613922
A2M,NRN1,0.6036600470542908
A2M,PALMD,0.5692546367645264
A2M,PARVB,0.5623921751976013
A2M,PECAM1,0.7639144659042358
A2M,PIK3C2B,0.3897311687469482
A2M,PLPP1,0.7142661809921265
A2M,PTPRN2,0.3982933759689331
A2M,RAMP2,0.7238351106643677
A2M,RASAL2,0.3208182752132416
A2M,SH2B3,0.4252080619335174
A2M,SPARCL1,0.6133866906166077
A2M,SRGN,0.5872271656990051
A2M,SWAP70,0.4766494035720825
A2M,SYNPO,0.549153208732605
A2M,TCF4,0.694258451461792
A2M,THBD,0.6162116527557373
A2M,TINAGL1,0.5590134859085083
A2M,TMEM255B,0.569470226764679
A2M,TNFRSF10D,0.7210486531257629
A2M,TNS1,0.435838520526886
A2M,TNS2,0.350155770778656
A2M,TSPAN7,0.7079536318778992
A2M,VAMP5,0.5809937715530396
A2M,VIM,0.6324477195739746
A4GALT,APOD,0.4799442887306213
A4GALT,CDK8,0.2536129951477051
A4GALT,CFD,0.473177820444107
A4GALT,DHRS2,0.5413386821746826
A4GALT,HEBP1,0.4659117758274078
A4GALT,MGST1,0.4845987558364868
A4GALT,PDLIM5,0.4838969707489013
A4GALT,RAMP1,0.5023893117904663
A4GALT,SPTSSA,0.4652226865291595
A4GALT,SYPL1,0.4878883063793182
A4GALT,TFPI2,0.5922918319702148
A4GALT,TMEM182,0.251076728105545
AAAS,BCAP31,0.5103136301040649
AAAS,COX6A1,0.5178468227386475
AAAS,COX7A2,0.5106798410415649
AAAS,EMP2,0.5262972116470337
AAAS,GNPTG,0.5138145685195923
AAAS,NUCB2,0.5108649134635925
AAAS,PCDHGB1,0.2123179882764816
AAAS,RAB15,0.3101335763931274
AAAS,SNRNP25,0.5168787837028503
AAAS,TMBIM6,0.5366184115409851
AAAS,TMED10,0.5100986957550049
AAAS,TMED2,0.5089467167854309
AACS,COX7B,0.3290708065032959
AACS,HNRNPA2B1,0.3205235600471496
AACS,MRPL18,0.3219540119171142
AACS,MRPS35,0.3242556750774383
AACS,NDUFB11,0.3225769102573395
AACS,NDUFS8,0.336257666349411
AACS,SF3B2,0.3364240229129791
AACS,SLBP,0.3225911855697632
AACS,TMEM9,0.3239893615245819
AACS,YWHAB,0.3211443722248077
AADAC,AGTPBP1,0.2603528797626495
AADAC,ATP13A3,0.2817166149616241
AADAC,C22orf46,0.3159537613391876
AADAC,CCDC136,0.7074095606803894
AADAC,CCL27,1.0
AADAC,DMTN,0.4850681722164154
AADAC,DNAH1,0.2662707865238189
AADAC,GATA6,0.4997819364070892
AADAC,HABP4,0.5348203182220459
AADAC,HTR4,1.0
AADAC,LMO2,0.859447717666626
AADAC,LYL1,0.4077104926109314
AADAC,MGAT3,0.7074095010757446
AADAC,NCK2,0.2794521749019623
AADAC,PLA2G5,1.0
AADAC,PRKX,0.2828001081943512
AADAC,RAPGEF1,0.4073802828788757
AADAC,SEMA7A,0.4997819364070892
AADAC,SLC4A4,1.0
AADAC,SMURF2,0.2556713223457336
AADAC,SPTAN1,0.3703222274780273
AADAC,SYNJ2,0.3495916724205017
AADAC,TACR1,0.3154775500297546
AADAC,TP53,0.2884217798709869
AADAC,VWC2,1.0
AADAC,ZC3HAV1,0.4303188025951385
AADAC,ZFPM2,0.7074096202850342
AADAC,ZNF454,0.577349841594696
AADAC,ZSCAN31,0.2219258695840835
AADAT,B4GALNT2,0.7074105739593506
AADAT,CRYAB,0.5341119766235352
AADAT,CST11,0.4995614290237427
AADAT,DDX51,0.2644313871860504
AADAT,KCNRG,0.5339496731758118
AADAT,KCTD18,0.3042319118976593
AADAT,KRT15,0.604724109172821
AADAT,KRT222,0.3523086309432983
AADAT,KRT6A,0.6708984971046448
AADAT,KRTAP10-5,0.7074105739593506
AADAT,MINK1,0.3248427808284759
AADAT,NETO2,0.425151914358139
AADAT,NINL,0.2924984991550445
AADAT,NPHP4,0.2597210109233856
AADAT,PRSS21,0.571576714515686
AADAT,RNF220,0.2604704201221466
AADAT,ROPN1B,0.5522727966308594
AADAT,RPGRIP1,0.7074105739593506
AADAT,SEPT5,0.2625397741794586
AADAT,SLC25A21,0.4995614290237427
AADAT,TIGD3,0.4995614290237427
AADAT,UGT2B7,0.7074169516563416
AADAT,ZBTB11,0.2298564612865448
AADAT,ZNF250,0.3223952353000641
AADAT,ZSCAN12,0.3621558248996734
AAGAB,ATP6V0E1,0.5567019581794739
